Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Black,Female,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Male,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,Outlying-US(Guam-USVI-etc),OrigionalTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,White,Male,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9711893796920776],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,White,Female,3820,1587,31,Outlying-US(Guam-USVI-etc),PerturbTC498
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Black,Male,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Black,Female,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Female,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Outlying-US(Guam-USVI-etc),OrigionalTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Other,Male,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Other,Female,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,White,Male,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[0.9994356036186218],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,White,Female,3103,1816,32,Outlying-US(Guam-USVI-etc),PerturbTC499
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Female,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Male,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,12099,1828,35,Outlying-US(Guam-USVI-etc),OrigionalTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,White,Male,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,White,Female,12099,1828,35,Outlying-US(Guam-USVI-etc),PerturbTC500
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Black,Male,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Black,Female,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Female,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Male,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Other,Female,3820,2008,40,Outlying-US(Guam-USVI-etc),OrigionalTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,White,Male,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9905086755752563],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,White,Female,3820,2008,40,Outlying-US(Guam-USVI-etc),PerturbTC501
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Male,3103,2507,44,Outlying-US(Guam-USVI-etc),OrigionalTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Female,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Male,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Female,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9829082489013672],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,White,Female,3103,2507,44,Outlying-US(Guam-USVI-etc),PerturbTC502
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Black,Male,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Black,Female,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander,Male,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander,Female,3103,1894,50,Outlying-US(Guam-USVI-etc),OrigionalTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Other,Male,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,Other,Female,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,White,Male,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[0.9931415319442749],1,37,Self-emp-inc,7th-8th,4,Married-spouse-absent,Tech-support,Unmarried,White,Female,3103,1894,50,Outlying-US(Guam-USVI-etc),PerturbTC503
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Black,Male,12099,1816,44,Outlying-US(Guam-USVI-etc),OrigionalTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Black,Female,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Male,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Other,Male,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,Other,Female,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,White,Male,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[1.0],1,30,Local-gov,Doctorate,1,Never-married,Craft-repair,Wife,White,Female,12099,1816,44,Outlying-US(Guam-USVI-etc),PerturbTC504
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Black,Male,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Black,Female,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Male,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Female,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Other,Male,3820,1564,31,Outlying-US(Guam-USVI-etc),OrigionalTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,Other,Female,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,White,Male,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9985499382019043],1,28,Local-gov,Assoc-voc,15,Married-spouse-absent,Protective-serv,Own-child,White,Female,3820,1564,31,Outlying-US(Guam-USVI-etc),PerturbTC505
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Black,Male,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Black,Female,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Male,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,4386,2008,31,Outlying-US(Guam-USVI-etc),OrigionalTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9999630451202393],1,30,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,4386,2008,31,Outlying-US(Guam-USVI-etc),PerturbTC506
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Black,Male,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Black,Female,3820,1828,40,Outlying-US(Guam-USVI-etc),OrigionalTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Other,Male,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,Other,Female,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,White,Male,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.9893767833709717],1,24,State-gov,5th-6th,9,Married-AF-spouse,Priv-house-serv,Unmarried,White,Female,3820,1828,40,Outlying-US(Guam-USVI-etc),PerturbTC507
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Black,Male,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Black,Female,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Male,3820,2008,65,Outlying-US(Guam-USVI-etc),OrigionalTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Female,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Other,Male,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,Other,Female,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,White,Male,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.999675989151001],1,37,Without-pay,10th,1,Widowed,Adm-clerical,Wife,White,Female,3820,2008,65,Outlying-US(Guam-USVI-etc),PerturbTC508
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Black,Male,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Black,Female,4386,1564,35,Outlying-US(Guam-USVI-etc),OrigionalTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Other,Male,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,Other,Female,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,White,Male,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9978381395339966],1,24,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Unmarried,White,Female,4386,1564,35,Outlying-US(Guam-USVI-etc),PerturbTC509
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Black,Male,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Black,Female,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,3820,2507,42,Outlying-US(Guam-USVI-etc),OrigionalTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Other,Male,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,Other,Female,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,White,Male,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9997973442077637],1,28,Self-emp-inc,12th,13,Never-married,Exec-managerial,Not-in-family,White,Female,3820,2507,42,Outlying-US(Guam-USVI-etc),PerturbTC510
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Black,Male,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Black,Female,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Male,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Female,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,3103,2008,35,Outlying-US(Guam-USVI-etc),OrigionalTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Other,Male,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,Other,Female,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,White,Male,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.9920651912689209],1,89,Without-pay,1st-4th,13,Never-married,Priv-house-serv,Husband,White,Female,3103,2008,35,Outlying-US(Guam-USVI-etc),PerturbTC511
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Scotland,OrigionalTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Male,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Female,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,115,42,Scotland,PerturbTC512
[0.03543153405189514],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,115,42,Scotland,PerturbTC512
[0.9999918937683105],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Black,Male,4386,1564,65,Scotland,PerturbTC513
[0.9999918937683105],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Black,Female,4386,1564,65,Scotland,PerturbTC513
[0.9999918937683105],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Scotland,OrigionalTC513
[0.9999918937683105],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,4386,1564,65,Scotland,PerturbTC513
