Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,checkingstatus,duration,history,purpose,amount,savings,employ,installment,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign,sex,TC
[0.00017723441123962402],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,55,A141,A151,4,A174,2,A192,A202,male,PerturbTC74
[1.3210243196226656e-05],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,55,A141,A151,4,A174,2,A192,A202,female,PerturbTC74
[5.017455987399444e-05],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,64,A141,A151,4,A174,2,A192,A202,male,PerturbTC74
[4.755419922730653e-06],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,64,A141,A151,4,A174,2,A192,A202,female,PerturbTC74
[1.0728059351094998e-05],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,75,A141,A151,4,A174,2,A192,A202,male,PerturbTC74
[1.3641499663208378e-06],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,75,A141,A151,4,A174,2,A192,A202,female,PerturbTC74
[0.01411968469619751],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,19,A141,A151,4,A174,2,A192,A202,male,PerturbTC74
[0.0005207955837249756],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,19,A141,A151,4,A174,2,A192,A202,female,PerturbTC74
[6.641941581619903e-05],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,62,A141,A151,4,A174,2,A192,A202,male,PerturbTC74
[5.967528977635084e-06],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,62,A141,A151,4,A174,2,A192,A202,female,PerturbTC74
[0.00010116081102751195],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,59,A141,A151,4,A174,2,A192,A202,male,PerturbTC74
[8.388833521166816e-06],0,[0.00017979741096496582],0,A11,9,A34,A48,1478,A65,A75,1,A103,2,A121,59,A141,A151,4,A174,2,A192,A202,female,PerturbTC74
[0.9922958612442017],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,67,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9741802215576172],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,67,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988818168640137],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,22,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967451095581055],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,22,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9978561401367188],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,49,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9927189946174622],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,49,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9983876943588257],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,45,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9945173263549805],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,45,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9971498250961304],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,53,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.990336537361145],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,53,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988858103752136],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,35,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967569708824158],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,35,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9949659705162048],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,61,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9830217361450195],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,61,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988836050033569],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,28,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967505931854248],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,28,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988827109336853],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,25,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967478513717651],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,25,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988824129104614],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,24,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967470169067383],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,24,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9953112006187439],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,60,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9841727614402771],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,60,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.998884916305542],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,32,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967543482780457],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,32,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9984985589981079],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,44,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9948931336402893],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,44,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988846182823181],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,31,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.996753454208374],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,31,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9980035424232483],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,48,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9932172298431396],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,48,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988830089569092],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,26,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967488050460815],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,26,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988861680030823],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,36,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967235326766968],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,36,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988335371017456],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,39,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.996369481086731],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,39,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9986981153488159],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,42,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9955695271492004],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,42,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988855123519897],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,34,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967560768127441],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,34,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9941980838775635],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,63,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9804674386978149],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,63,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988833665847778],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,27,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967496395111084],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,27,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988842010498047],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,30,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967525005340576],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,30,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9962115287780762],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,57,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9871844053268433],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,57,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988852739334106],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,33,A143,A153,2,A171,1,A192,A201,male,OrigionalTC75
[0.9967552423477173],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,33,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988864660263062],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,37,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9966095685958862],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,37,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9959323406219482],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,58,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9862493276596069],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,58,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988821744918823],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,23,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967461228370667],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,23,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988839626312256],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,29,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967515468597412],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,29,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9973455667495728],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,52,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.990996241569519],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,52,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9976978302001953],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,50,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9921845197677612],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,50,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9982686042785645],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,46,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9941142201423645],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,46,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9975279569625854],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,51,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9916112422943115],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,51,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9987508058547974],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,41,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9958734512329102],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,41,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9987928867340088],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,40,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9961566925048828],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,40,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9928227066993713],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,66,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9759159684181213],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,66,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9981406927108765],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,47,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9936815500259399],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,47,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9964715838432312],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,56,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9880566596984863],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,56,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9969395399093628],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,54,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9896290302276611],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,54,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988811016082764],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,20,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967433214187622],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,20,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.998881459236145],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,21,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967442750930786],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,21,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988729953765869],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,38,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9964914917945862],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,38,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.990473747253418],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,70,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9682110548019409],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,70,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.993313729763031],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,65,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9775377511978149],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,65,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9862653613090515],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,74,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9581469297409058],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,74,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9917305707931519],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,68,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9723228216171265],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,68,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9986019134521484],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,43,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9952433109283447],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,43,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9967138171195984],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,55,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9888702630996704],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,55,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.993771493434906],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,64,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9790526628494263],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,64,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9848648309707642],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,75,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9551891684532166],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,75,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9988808631896973],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,19,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9967424869537354],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,19,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9945956468582153],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,62,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.9817885160446167],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,62,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.9956327676773071],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,59,A143,A153,2,A171,1,A192,A201,male,PerturbTC75
[0.985247015953064],1,[0.9988852739334106],1,A12,13,A32,A48,14391,A61,A73,2,A101,4,A122,59,A143,A153,2,A171,1,A192,A201,female,PerturbTC75
[0.022531867027282715],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,67,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.029783546924591064],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,67,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.2138039767742157],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,22,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.2658705711364746],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,22,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.0582563579082489],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,49,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.07611033320426941],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,49,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.07152393460273743],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,45,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.09304234385490417],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,45,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.04732438921928406],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,53,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.06204870343208313],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,53,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.11762741208076477],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,35,A142,A152,3,A171,2,A191,A201,male,OrigionalTC76
[0.1507641077041626],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,35,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.031038880348205566],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,61,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.04091385006904602],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,61,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.1636662781238556],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,28,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.2067335546016693],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,28,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.1874488890171051],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,25,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.23501572012901306],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,25,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.19594556093215942],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,24,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.24501848220825195],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,24,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.03273138403892517],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,60,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.043120890855789185],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,60,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.13580647110939026],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,32,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.17305967211723328],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,32,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.07525262236595154],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,44,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.09777477383613586],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,44,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.14237216114997864],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,31,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.18104946613311768],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,31,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.06133905053138733],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,48,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.08005735278129578],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,48,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.17923855781555176],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,26,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.22529977560043335],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,26,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.11205363273620605],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,36,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.1438761055469513],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,36,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.09669837355613708],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,39,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.1247728168964386],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,39,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.08324998617172241],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,42,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.10788631439208984],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,42,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.12344002723693848],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,34,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.15792104601860046],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,34,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.0279044508934021],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,63,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.036820054054260254],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,63,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.17131194472312927],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,27,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
[0.21587210893630981],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,27,A142,A152,3,A171,2,A191,A201,female,PerturbTC76
[0.14920085668563843],0,[0.11762741208076477],0,A11,16,A33,A48,2286,A64,A74,1,A101,1,A121,30,A142,A152,3,A171,2,A191,A201,male,PerturbTC76
