Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[0.999049186706543],1,[0.9994882345199585],1,27,Self-emp-inc,Doctorate,11,Separated,Craft-repair,Unmarried,Other,Female,4386,2008,42,Trinadad&Tobago,PerturbTC536
[0.9997155666351318],1,[0.9994882345199585],1,27,Self-emp-inc,Doctorate,11,Separated,Craft-repair,Unmarried,White,Male,4386,2008,42,Trinadad&Tobago,PerturbTC536
[0.9995049834251404],1,[0.9994882345199585],1,27,Self-emp-inc,Doctorate,11,Separated,Craft-repair,Unmarried,White,Female,4386,2008,42,Trinadad&Tobago,PerturbTC536
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Black,Male,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Black,Female,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Male,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Female,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Male,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Female,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Other,Male,12099,2008,44,Trinadad&Tobago,OrigionalTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,Other,Female,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,White,Male,12099,2008,44,Trinadad&Tobago,PerturbTC537
[1.0],1,[1.0],1,37,Without-pay,Assoc-voc,9,Widowed,Protective-serv,Wife,White,Female,12099,2008,44,Trinadad&Tobago,PerturbTC537
[0.9999433755874634],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Black,Male,4386,2008,44,Trinadad&Tobago,OrigionalTC538
[0.9999017119407654],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Black,Female,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9999598264694214],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Asian-Pac-Islander,Male,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9999300241470337],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Asian-Pac-Islander,Female,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9999176263809204],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.99985671043396],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9999120235443115],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Other,Male,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9998469352722168],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,Other,Female,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9999542236328125],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,White,Male,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9999203681945801],1,[0.9999433755874634],1,28,Local-gov,Prof-school,15,Divorced,Armed-Forces,Own-child,White,Female,4386,2008,44,Trinadad&Tobago,PerturbTC538
[0.9988768696784973],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Black,Male,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9980463981628418],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Black,Female,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9992009997367859],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9986099004745483],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9983643293380737],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9971562623977661],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9982540607452393],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Other,Male,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.996964693069458],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,Other,Female,4386,1564,31,Trinadad&Tobago,OrigionalTC539
[0.9990906715393066],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,White,Male,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9984181523323059],1,[0.996964693069458],1,22,Local-gov,5th-6th,15,Widowed,Priv-house-serv,Own-child,White,Female,4386,1564,31,Trinadad&Tobago,PerturbTC539
[0.9719758033752441],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Black,Male,3103,2008,32,Trinadad&Tobago,OrigionalTC540
[0.9522099494934082],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Black,Female,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.9799081087112427],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.965538740158081],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.9596858024597168],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.9318594336509705],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.9570791125297546],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Other,Male,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.9275892376899719],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,Other,Female,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.977195143699646],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,3103,2008,32,Trinadad&Tobago,PerturbTC540
[0.9609628915786743],1,[0.9719758033752441],1,17,State-gov,10th,13,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,3103,2008,32,Trinadad&Tobago,PerturbTC540
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Black,Male,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Black,Female,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Other,Male,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,Other,Female,12099,1828,40,Trinadad&Tobago,OrigionalTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,White,Male,12099,1828,40,Trinadad&Tobago,PerturbTC541
[1.0],1,[1.0],1,37,Local-gov,Preschool,14,Separated,Exec-managerial,Own-child,White,Female,12099,1828,40,Trinadad&Tobago,PerturbTC541
[0.9942111968994141],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Black,Male,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9891211986541748],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Black,Female,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9962268471717834],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9929782152175903],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9923000931739807],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3820,1816,31,Trinadad&Tobago,OrigionalTC542
[0.9855673313140869],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9917842149734497],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Other,Male,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.985785186290741],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,Other,Female,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9954475164413452],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,White,Male,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9914352893829346],1,[0.9923000931739807],1,37,Local-gov,12th,4,Widowed,Adm-clerical,Not-in-family,White,Female,3820,1816,31,Trinadad&Tobago,PerturbTC542
[0.9824050664901733],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Black,Male,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9697664380073547],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Black,Female,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9874235987663269],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9783101677894592],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Female,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9745692610740662],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9565509557723999],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,2008,44,Trinadad&Tobago,OrigionalTC543
[0.9728977084159851],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Other,Male,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9537512063980103],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,Other,Female,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.985710620880127],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,White,Male,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.9753869771957397],1,[0.9565509557723999],1,17,Without-pay,1st-4th,4,Married-civ-spouse,Sales,Unmarried,White,Female,3103,2008,44,Trinadad&Tobago,PerturbTC543
[0.06944653391838074],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,115,42,Greece,PerturbTC544
[0.03800657391548157],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Greece,OrigionalTC544
[0.10399988293647766],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,42,Greece,PerturbTC544
[0.05789005756378174],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,115,42,Greece,PerturbTC544
[0.05307537317276001],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,115,42,Greece,PerturbTC544
[0.02881753444671631],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,115,42,Greece,PerturbTC544
[0.054912298917770386],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Male,0,115,42,Greece,PerturbTC544
[0.02984127402305603],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Other,Female,0,115,42,Greece,PerturbTC544
[0.08676955103874207],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,115,42,Greece,PerturbTC544
[0.047890692949295044],0,[0.03800657391548157],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,115,42,Greece,PerturbTC544
[0.9999892711639404],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Black,Male,4386,1564,65,Greece,PerturbTC545
[0.9999814033508301],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Black,Female,4386,1564,65,Greece,PerturbTC545
[0.9999924898147583],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Greece,OrigionalTC545
[0.9999868869781494],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,4386,1564,65,Greece,PerturbTC545
[0.9999844431877136],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,4386,1564,65,Greece,PerturbTC545
[0.9999730587005615],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,4386,1564,65,Greece,PerturbTC545
[0.9999834895133972],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Other,Male,4386,1564,65,Greece,PerturbTC545
[0.9999711513519287],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Other,Female,4386,1564,65,Greece,PerturbTC545
[0.9999914169311523],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,White,Male,4386,1564,65,Greece,PerturbTC545
[0.9999849796295166],1,[0.9999924898147583],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,White,Female,4386,1564,65,Greece,PerturbTC545
[0.9964048862457275],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Black,Male,3820,1587,31,Greece,PerturbTC546
[0.9937584400177002],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Black,Female,3820,1587,31,Greece,PerturbTC546
[0.9974406957626343],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Male,3820,1587,31,Greece,PerturbTC546
[0.9955532550811768],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,3820,1587,31,Greece,PerturbTC546
[0.9947705268859863],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Male,3820,1587,31,Greece,PerturbTC546
[0.990932047367096],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Female,3820,1587,31,Greece,PerturbTC546
[0.9944192171096802],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Male,3820,1587,31,Greece,OrigionalTC546
[0.990325391292572],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Female,3820,1587,31,Greece,PerturbTC546
[0.9970880746841431],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,White,Male,3820,1587,31,Greece,PerturbTC546
[0.9949420690536499],1,[0.9944192171096802],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,White,Female,3820,1587,31,Greece,PerturbTC546
[0.9957417249679565],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Black,Male,3103,1816,32,Greece,PerturbTC547
[0.9926108717918396],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Black,Female,3103,1816,32,Greece,PerturbTC547
[0.9969680309295654],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,3103,1816,32,Greece,PerturbTC547
[0.9947340488433838],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Asian-Pac-Islander,Female,3103,1816,32,Greece,PerturbTC547
[0.9938079118728638],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Greece,OrigionalTC547
[0.9892704486846924],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Greece,PerturbTC547
[0.9933923482894897],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Other,Male,3103,1816,32,Greece,PerturbTC547
[0.9885540008544922],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,Other,Female,3103,1816,32,Greece,PerturbTC547
[0.9965505599975586],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,White,Male,3103,1816,32,Greece,PerturbTC547
[0.9940108060836792],1,[0.9938079118728638],1,28,Private,Masters,15,Separated,Sales,Unmarried,White,Female,3103,1816,32,Greece,PerturbTC547
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,12099,1828,35,Greece,OrigionalTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Other,Female,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,White,Male,12099,1828,35,Greece,PerturbTC548
[1.0],1,[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,White,Female,12099,1828,35,Greece,PerturbTC548
[0.9993405342102051],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Black,Male,4386,2008,40,Greece,PerturbTC549
[0.9988524913787842],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Black,Female,4386,2008,40,Greece,OrigionalTC549
[0.9995309114456177],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,4386,2008,40,Greece,PerturbTC549
[0.9991837739944458],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Female,4386,2008,40,Greece,PerturbTC549
[0.9990394711494446],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,4386,2008,40,Greece,PerturbTC549
[0.9983290433883667],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,4386,2008,40,Greece,PerturbTC549
[0.9989745616912842],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Other,Male,4386,2008,40,Greece,PerturbTC549
[0.9982163906097412],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Other,Female,4386,2008,40,Greece,PerturbTC549
[0.9994661211967468],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,White,Male,4386,2008,40,Greece,PerturbTC549
[0.9990711212158203],1,[0.9988524913787842],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,White,Female,4386,2008,40,Greece,PerturbTC549
[0.9953552484512329],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,3820,2507,44,Greece,PerturbTC550
[0.9919425249099731],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Female,3820,2507,44,Greece,PerturbTC550
[0.9966925382614136],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,3820,2507,44,Greece,PerturbTC550
[0.9942565560340881],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,3820,2507,44,Greece,PerturbTC550
[0.9932470321655273],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,3820,2507,44,Greece,PerturbTC550
[0.988303542137146],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,3820,2507,44,Greece,PerturbTC550
[0.9927940368652344],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,3820,2507,44,Greece,OrigionalTC550
[0.987523078918457],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Female,3820,2507,44,Greece,PerturbTC550
[0.9962371587753296],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,3820,2507,44,Greece,PerturbTC550
[0.993468165397644],1,[0.9927940368652344],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,3820,2507,44,Greece,PerturbTC550
[0.9998295307159424],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Black,Male,4386,1894,50,Greece,PerturbTC551
[0.9997033476829529],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Black,Female,4386,1894,50,Greece,OrigionalTC551
[0.9998787641525269],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Male,4386,1894,50,Greece,PerturbTC551
[0.9997889995574951],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,4386,1894,50,Greece,PerturbTC551
[0.999751627445221],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,4386,1894,50,Greece,PerturbTC551
[0.9995678663253784],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,4386,1894,50,Greece,PerturbTC551
[0.9997348785400391],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Other,Male,4386,1894,50,Greece,PerturbTC551
[0.9995386600494385],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,Other,Female,4386,1894,50,Greece,PerturbTC551
[0.9998620748519897],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,White,Male,4386,1894,50,Greece,PerturbTC551
[0.9997598528862],1,[0.9997033476829529],1,22,Without-pay,7th-8th,13,Married-AF-spouse,Tech-support,Unmarried,White,Female,4386,1894,50,Greece,PerturbTC551
[0.9831708073616028],1,[0.9740662574768066],1,30,Private,Doctorate,11,Never-married,Craft-repair,Husband,Black,Male,3103,1587,35,Greece,PerturbTC552
