Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
[0.9999678134918213],1,89,Self-emp-inc,Assoc-voc,15,Never-married,Protective-serv,Wife,Black,Female,4386,1587,40,Vietnam
[0.987584114074707],1,30,Self-emp-inc,Prof-school,9,Separated,Armed-Forces,Other-relative,Other,Male,3103,1587,35,Vietnam
[1.0],1,28,Federal-gov,5th-6th,15,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,12099,1894,31,Vietnam
[0.9887120723724365],1,17,Local-gov,10th,9,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,4386,1816,32,Vietnam
[0.9991873502731323],1,37,Local-gov,Preschool,11,Widowed,Exec-managerial,Unmarried,Black,Female,3820,1587,35,Vietnam
[1.0],1,24,Local-gov,12th,4,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,12099,115,65,Vietnam
[1.0],1,22,Self-emp-inc,1st-4th,1,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Male,12099,115,65,Vietnam
[0.00835353136062622],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Hong
[0.9999934434890747],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Hong
[0.9630345106124878],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,Hong
[0.9993472099304199],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Hong
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,35,Hong
[0.996753990650177],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,3820,2008,40,Hong
[0.9905120134353638],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,3820,2507,44,Hong
[1.0],1,37,State-gov,7th-8th,11,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Male,12099,1894,50,Hong
[0.9952579736709595],1,24,Self-emp-not-inc,Doctorate,9,Married-spouse-absent,Craft-repair,Unmarried,Asian-Pac-Islander,Male,3820,1894,32,Hong
[0.9980778694152832],1,27,State-gov,Assoc-voc,11,Never-married,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,4386,2507,44,Hong
[0.9952315092086792],1,17,State-gov,Prof-school,4,Never-married,Armed-Forces,Husband,Other,Male,4386,1587,65,Hong
[0.9623537063598633],1,28,Federal-gov,5th-6th,13,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,3103,1564,44,Hong
[0.9979962110519409],1,37,Local-gov,10th,13,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,3103,1816,32,Hong
[1.0],1,22,Self-emp-not-inc,Preschool,14,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,12099,1828,31,Hong
[0.8564803600311279],1,17,State-gov,12th,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,0,115,65,Hong
[0.9518113732337952],1,24,Local-gov,1st-4th,4,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,4386,115,40,Hong
[0.037946492433547974],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Ireland
[0.9999924302101135],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Ireland
[0.990273654460907],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Female,3820,1587,31,Ireland
[0.9937747120857239],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,32,Ireland
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,12099,1828,35,Ireland
[0.9969888925552368],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,3820,2008,40,Ireland
[0.9928315877914429],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,3820,2507,44,Ireland
[1.0],1,22,Without-pay,7th-8th,11,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,12099,1894,50,Ireland
[1.0],1,24,Self-emp-not-inc,Doctorate,14,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,12099,115,35,Ireland
[0.9996885061264038],1,37,Local-gov,Assoc-voc,14,Divorced,Protective-serv,Own-child,Other,Female,4386,1828,32,Ireland
[1.0],1,28,Self-emp-not-inc,Prof-school,1,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,12099,1564,50,Ireland
[0.7938957214355469],1,30,Without-pay,5th-6th,1,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Male,3820,115,35,Ireland
[0.9998655319213867],1,89,State-gov,10th,13,Married-spouse-absent,Adm-clerical,Husband,Black,Female,3820,1564,65,Ireland
[1.0],1,28,Self-emp-inc,Preschool,15,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,12099,1828,35,Ireland
[1.0],1,27,Self-emp-inc,12th,13,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Female,12099,2507,42,Ireland
[1.0],1,89,Self-emp-inc,1st-4th,14,Separated,Sales,Wife,Asian-Pac-Islander,Male,12099,2008,42,Ireland
[0.010819405317306519],0,24,Federal-gov,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Hungary
[0.9999948740005493],1,27,Without-pay,HS-grad,13,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Hungary
[0.9712862372398376],1,28,State-gov,11th,14,Never-married,Other-service,Own-child,Other,Female,3820,1587,31,Hungary
[0.9994370937347412],1,89,Private,Masters,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Hungary
[1.0],1,17,Local-gov,9th,1,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12099,1828,35,Hungary
[0.9635105133056641],1,22,Self-emp-inc,Some-college,11,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,3103,2008,40,Hungary
[1.0],1,30,Self-emp-not-inc,Assoc-acdm,4,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Male,12099,2507,44,Hungary
[0.998882532119751],1,37,Self-emp-inc,7th-8th,15,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Female,3103,1894,50,Hungary
[0.9972373247146606],1,27,Self-emp-not-inc,Doctorate,4,Married-spouse-absent,Craft-repair,Husband,Asian-Pac-Islander,Male,3103,2507,50,Hungary
[0.9985536336898804],1,30,State-gov,Assoc-voc,15,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Male,3103,1564,32,Hungary
[0.9995306730270386],1,89,Self-emp-not-inc,Prof-school,9,Married-civ-spouse,Armed-Forces,Own-child,Other,Male,3103,1564,50,Hungary
[0.9973822832107544],1,28,Federal-gov,5th-6th,9,Divorced,Priv-house-serv,Unmarried,Other,Male,4386,1587,44,Hungary
[1.0],1,28,Federal-gov,10th,11,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,12099,1894,35,Hungary
[1.0],1,24,Self-emp-inc,Preschool,9,Divorced,Exec-managerial,Other-relative,Black,Female,12099,2507,65,Hungary
[1.0],1,27,Federal-gov,12th,13,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,12099,1894,50,Hungary
[0.9953718781471252],1,22,Local-gov,1st-4th,9,Married-AF-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,3820,2507,31,Hungary
[0.03789374232292175],0,89,Federal-gov,Bachelors,9,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,115,42,Holand-Netherlands
[0.9999923706054688],1,24,Without-pay,HS-grad,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,4386,1564,65,Holand-Netherlands
[0.9902576208114624],1,27,State-gov,11th,14,Married-spouse-absent,Other-service,Own-child,Other,Female,3820,1587,31,Holand-Netherlands
[0.9891955256462097],1,28,Private,Masters,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,32,Holand-Netherlands
[1.0],1,30,Local-gov,9th,1,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,12099,1828,35,Holand-Netherlands
[1.0],1,37,Self-emp-inc,Some-college,11,Never-married,Farming-fishing,Husband,Black,Male,12099,2008,40,Holand-Netherlands
[1.0],1,17,Self-emp-not-inc,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Female,12099,2507,44,Holand-Netherlands
[0.9993666410446167],1,22,Without-pay,7th-8th,14,Married-civ-spouse,Tech-support,Own-child,Black,Female,3103,1894,50,Holand-Netherlands
[0.9987817406654358],1,37,State-gov,Doctorate,4,Separated,Craft-repair,Own-child,Black,Female,3820,1587,65,Holand-Netherlands
[0.9998887777328491],1,22,Self-emp-inc,Assoc-voc,15,Married-civ-spouse,Protective-serv,Unmarried,Other,Male,4386,2008,31,Holand-Netherlands
[0.9977414608001709],1,89,State-gov,Prof-school,13,Never-married,Armed-Forces,Own-child,Other,Female,4386,115,32,Holand-Netherlands
[1.0],1,89,Federal-gov,5th-6th,11,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,12099,2008,44,Holand-Netherlands
[0.9955764412879944],1,28,State-gov,10th,4,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,4386,2008,42,Holand-Netherlands
[1.0],1,22,Local-gov,Preschool,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,12099,1816,42,Holand-Netherlands
[1.0],1,30,Self-emp-not-inc,12th,13,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,12099,1816,44,Holand-Netherlands
[0.9922244548797607],1,28,Self-emp-not-inc,1st-4th,14,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,3820,115,32,Holand-Netherlands
[0.010504662990570068],0,22,Without-pay,Assoc-acdm,15,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,115,35,Cuba
[0.022283315658569336],0,24,Federal-gov,Prof-school,1,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,115,50,Jamaica
[0.19006207585334778],0,28,Local-gov,Masters,15,Married-civ-spouse,Adm-clerical,Other-relative,Other,Female,0,115,44,India
[0.3380504846572876],0,37,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,0,115,65,Mexico
[0.0029375553131103516],0,22,Self-emp-inc,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Unmarried,Other,Female,0,115,32,Puerto-Rico
[0.3445438742637634],0,27,State-gov,Masters,14,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,0,115,32,Honduras
[0.00703391432762146],0,27,Private,5th-6th,1,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,115,32,England
[0.008514225482940674],0,22,State-gov,Bachelors,1,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,115,32,United-States
[0.021615326404571533],0,24,Private,HS-grad,4,Divorced,Exec-managerial,Husband,White,Male,0,115,35,United-States
[0.03256919980049133],0,28,Federal-gov,11th,11,Separated,Handlers-cleaners,Own-child,White,Male,0,115,40,United-States
[0.6317299008369446],1,37,Local-gov,Masters,13,Widowed,Prof-specialty,Other-relative,White,Male,0,115,50,United-States
[0.4995407462120056],0,89,Without-pay,Some-college,11,Divorced,Other-service,Not-in-family,White,Male,0,115,65,United-States
[0.040091484785079956],0,28,State-gov,Assoc-acdm,11,Never-married,Transport-moving,Wife,White,Female,0,115,42,United-States
[0.04354998469352722],0,30,Federal-gov,Doctorate,9,Married-AF-spouse,Farming-fishing,Own-child,White,Female,0,115,35,United-States
[0.18583041429519653],0,24,State-gov,Assoc-voc,15,Married-AF-spouse,Tech-support,Unmarried,White,Male,0,115,40,United-States
[0.04632720351219177],0,27,Without-pay,5th-6th,14,Widowed,Craft-repair,Unmarried,White,Male,0,115,32,United-States
[0.004574596881866455],0,24,Without-pay,10th,1,Separated,Armed-Forces,Own-child,White,Male,0,115,44,United-States
[0.021610885858535767],0,37,State-gov,Preschool,1,Married-AF-spouse,Priv-house-serv,Husband,White,Female,0,115,31,United-States
[0.7132478356361389],1,37,State-gov,12th,15,Married-AF-spouse,Handlers-cleaners,Husband,White,Female,0,115,65,United-States
[0.32793956995010376],0,89,State-gov,1st-4th,14,Married-AF-spouse,Other-service,Other-relative,White,Male,0,115,44,United-States
